InstanceType,regions,CurrentGeneration,FreeTierEligible,SupportedUsageClasses,SupportedRootDeviceTypes,SupportedVirtualizationTypes,BareMetal,Hypervisor,ProcessorInfo,VCpuInfo,MemoryInfo,InstanceStorageSupported,InstanceStorageInfo,EbsInfo,NetworkInfo,PlacementGroupInfo,HibernationSupported,BurstablePerformanceSupported,DedicatedHostsSupported,AutoRecoverySupported,SupportedBootModes,InferenceAcceleratorInfo,GpuInfo,FpgaInfo
m6in.8xlarge,"['ap-south-1', 'eu-north-1', 'eu-west-1', 'ap-northeast-2', 'ap-northeast-1', 'ca-central-1', 'ap-southeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-1', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.5}","{'DefaultVCpus': 32, 'DefaultCores': 16, 'DefaultThreadsPerCore': 2, 'ValidCores': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], 'ValidThreadsPerCore': [1, 2]}",{'SizeInMiB': 131072},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 25000, 'BaselineThroughputInMBps': 3125.0, 'BaselineIops': 100000, 'MaximumBandwidthInMbps': 25000, 'MaximumThroughputInMBps': 3125.0, 'MaximumIops': 100000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '50 Gigabit', 'MaximumNetworkInterfaces': 8, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '50 Gigabit', 'MaximumNetworkInterfaces': 8}], 'Ipv4AddressesPerInterface': 30, 'Ipv6AddressesPerInterface': 30, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': True}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,"['legacy-bios', 'uefi']",,,
m6in.large,"['ap-south-1', 'eu-north-1', 'eu-west-1', 'ap-northeast-2', 'ap-northeast-1', 'ca-central-1', 'ap-southeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-1', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.5}","{'DefaultVCpus': 2, 'DefaultCores': 1, 'DefaultThreadsPerCore': 2, 'ValidCores': [1], 'ValidThreadsPerCore': [1, 2]}",{'SizeInMiB': 8192},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 1562, 'BaselineThroughputInMBps': 195.3125, 'BaselineIops': 6250, 'MaximumBandwidthInMbps': 25000, 'MaximumThroughputInMBps': 3125.0, 'MaximumIops': 100000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': 'Up to 25 Gigabit', 'MaximumNetworkInterfaces': 3, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 25 Gigabit', 'MaximumNetworkInterfaces': 3}], 'Ipv4AddressesPerInterface': 10, 'Ipv6AddressesPerInterface': 10, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,"['legacy-bios', 'uefi']",,,
m6in.metal,"['ap-south-1', 'eu-north-1', 'eu-west-1', 'ap-northeast-2', 'ap-northeast-1', 'ca-central-1', 'ap-southeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-1', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],TRUE,,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.5}","{'DefaultVCpus': 128, 'DefaultCores': 64, 'DefaultThreadsPerCore': 2}",{'SizeInMiB': 524288},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 100000, 'BaselineThroughputInMBps': 12500.0, 'BaselineIops': 400000, 'MaximumBandwidthInMbps': 100000, 'MaximumThroughputInMBps': 12500.0, 'MaximumIops': 400000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '200 Gigabit', 'MaximumNetworkInterfaces': 16, 'MaximumNetworkCards': 2, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 170 Gigabit', 'MaximumNetworkInterfaces': 8}, {'NetworkCardIndex': 1, 'NetworkPerformance': 'Up to 170 Gigabit', 'MaximumNetworkInterfaces': 8}], 'Ipv4AddressesPerInterface': 50, 'Ipv6AddressesPerInterface': 50, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': True, 'EfaInfo': {'MaximumEfaInterfaces': 2}, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': True}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",FALSE,FALSE,TRUE,TRUE,['legacy-bios'],,,
m6in.xlarge,"['ap-south-1', 'eu-north-1', 'eu-west-1', 'ap-northeast-2', 'ap-northeast-1', 'ca-central-1', 'ap-southeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-1', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.5}","{'DefaultVCpus': 4, 'DefaultCores': 2, 'DefaultThreadsPerCore': 2, 'ValidCores': [1, 2], 'ValidThreadsPerCore': [1, 2]}",{'SizeInMiB': 16384},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 3125, 'BaselineThroughputInMBps': 390.625, 'BaselineIops': 12500, 'MaximumBandwidthInMbps': 25000, 'MaximumThroughputInMBps': 3125.0, 'MaximumIops': 100000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': 'Up to 30 Gigabit', 'MaximumNetworkInterfaces': 4, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 30 Gigabit', 'MaximumNetworkInterfaces': 4}], 'Ipv4AddressesPerInterface': 15, 'Ipv6AddressesPerInterface': 15, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,"['legacy-bios', 'uefi']",,,
m7a.12xlarge,"['eu-north-1', 'eu-west-1', 'ap-northeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.7}","{'DefaultVCpus': 48, 'DefaultCores': 48, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4, 5, 6, 12, 18, 24, 30, 36, 42, 48], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 196608},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 15000, 'BaselineThroughputInMBps': 1875.0, 'BaselineIops': 60000, 'MaximumBandwidthInMbps': 15000, 'MaximumThroughputInMBps': 1875.0, 'MaximumIops': 60000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '18.75 Gigabit', 'MaximumNetworkInterfaces': 8, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '18.75 Gigabit', 'MaximumNetworkInterfaces': 8}], 'Ipv4AddressesPerInterface': 30, 'Ipv6AddressesPerInterface': 30, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': True}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",FALSE,FALSE,TRUE,TRUE,"['legacy-bios', 'uefi']",,,
m7a.16xlarge,"['eu-north-1', 'eu-west-1', 'ap-northeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.7}","{'DefaultVCpus': 64, 'DefaultCores': 64, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4, 5, 6, 7, 8, 16, 24, 32, 40, 48, 56, 64], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 262144},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 20000, 'BaselineThroughputInMBps': 2500.0, 'BaselineIops': 80000, 'MaximumBandwidthInMbps': 20000, 'MaximumThroughputInMBps': 2500.0, 'MaximumIops': 80000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '25 Gigabit', 'MaximumNetworkInterfaces': 15, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '25 Gigabit', 'MaximumNetworkInterfaces': 15}], 'Ipv4AddressesPerInterface': 50, 'Ipv6AddressesPerInterface': 50, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': True}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",FALSE,FALSE,TRUE,TRUE,"['legacy-bios', 'uefi']",,,
m7a.24xlarge,"['eu-north-1', 'eu-west-1', 'ap-northeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.7}","{'DefaultVCpus': 96, 'DefaultCores': 96, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 24, 36, 48, 60, 72, 84, 96], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 393216},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 30000, 'BaselineThroughputInMBps': 3750.0, 'BaselineIops': 120000, 'MaximumBandwidthInMbps': 30000, 'MaximumThroughputInMBps': 3750.0, 'MaximumIops': 120000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '37.5 Gigabit', 'MaximumNetworkInterfaces': 15, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '37.5 Gigabit', 'MaximumNetworkInterfaces': 15}], 'Ipv4AddressesPerInterface': 50, 'Ipv6AddressesPerInterface': 50, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': True}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",FALSE,FALSE,TRUE,TRUE,"['legacy-bios', 'uefi']",,,
m7a.2xlarge,"['eu-north-1', 'eu-west-1', 'ap-northeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.7}","{'DefaultVCpus': 8, 'DefaultCores': 8, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4, 5, 6, 7, 8], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 32768},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 2500, 'BaselineThroughputInMBps': 312.5, 'BaselineIops': 12000, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 4, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 4}], 'Ipv4AddressesPerInterface': 15, 'Ipv6AddressesPerInterface': 15, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,"['legacy-bios', 'uefi']",,,
m7a.32xlarge,"['eu-north-1', 'eu-west-1', 'ap-northeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.7}","{'DefaultVCpus': 128, 'DefaultCores': 128, 'DefaultThreadsPerCore': 1, 'ValidCores': [4, 6, 8, 10, 12, 14, 16, 32, 48, 64, 80, 96, 112, 128], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 524288},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 40000, 'BaselineThroughputInMBps': 5000.0, 'BaselineIops': 160000, 'MaximumBandwidthInMbps': 40000, 'MaximumThroughputInMBps': 5000.0, 'MaximumIops': 160000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '50 Gigabit', 'MaximumNetworkInterfaces': 15, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '50 Gigabit', 'MaximumNetworkInterfaces': 15}], 'Ipv4AddressesPerInterface': 50, 'Ipv6AddressesPerInterface': 50, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': True}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",FALSE,FALSE,TRUE,TRUE,"['legacy-bios', 'uefi']",,,
m7a.48xlarge,"['eu-north-1', 'eu-west-1', 'ap-northeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.7}","{'DefaultVCpus': 192, 'DefaultCores': 192, 'DefaultThreadsPerCore': 1, 'ValidCores': [4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 48, 72, 96, 120, 144, 168, 192], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 786432},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 40000, 'BaselineThroughputInMBps': 5000.0, 'BaselineIops': 240000, 'MaximumBandwidthInMbps': 40000, 'MaximumThroughputInMBps': 5000.0, 'MaximumIops': 240000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '50 Gigabit', 'MaximumNetworkInterfaces': 15, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '50 Gigabit', 'MaximumNetworkInterfaces': 15}], 'Ipv4AddressesPerInterface': 50, 'Ipv6AddressesPerInterface': 50, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': True, 'EfaInfo': {'MaximumEfaInterfaces': 1}, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': True}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",FALSE,FALSE,TRUE,TRUE,"['legacy-bios', 'uefi']",,,
m7a.4xlarge,"['eu-north-1', 'eu-west-1', 'ap-northeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.7}","{'DefaultVCpus': 16, 'DefaultCores': 16, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 4, 6, 8, 10, 12, 14, 16], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 65536},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 5000, 'BaselineThroughputInMBps': 625.0, 'BaselineIops': 20000, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 8, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 8}], 'Ipv4AddressesPerInterface': 30, 'Ipv6AddressesPerInterface': 30, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,"['legacy-bios', 'uefi']",,,
m7a.8xlarge,"['eu-north-1', 'eu-west-1', 'ap-northeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.7}","{'DefaultVCpus': 32, 'DefaultCores': 32, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4, 8, 12, 16, 20, 24, 28, 32], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 131072},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 10000, 'BaselineThroughputInMBps': 1250.0, 'BaselineIops': 40000, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '12.5 Gigabit', 'MaximumNetworkInterfaces': 8, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '12.5 Gigabit', 'MaximumNetworkInterfaces': 8}], 'Ipv4AddressesPerInterface': 30, 'Ipv6AddressesPerInterface': 30, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,"['legacy-bios', 'uefi']",,,
m7a.large,"['eu-north-1', 'eu-west-1', 'ap-northeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.7}","{'DefaultVCpus': 2, 'DefaultCores': 2, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 8192},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 650, 'BaselineThroughputInMBps': 81.25, 'BaselineIops': 3600, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 3, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 3}], 'Ipv4AddressesPerInterface': 10, 'Ipv6AddressesPerInterface': 10, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,"['legacy-bios', 'uefi']",,,
m7a.medium,"['eu-north-1', 'eu-west-1', 'ap-northeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.7}","{'DefaultVCpus': 1, 'DefaultCores': 1, 'DefaultThreadsPerCore': 1}",{'SizeInMiB': 4096},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 325, 'BaselineThroughputInMBps': 40.625, 'BaselineIops': 2500, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 2, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 2}], 'Ipv4AddressesPerInterface': 4, 'Ipv6AddressesPerInterface': 4, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,"['legacy-bios', 'uefi']",,,
m7a.metal-48xl,"['eu-north-1', 'eu-west-1', 'ap-northeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],TRUE,,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.7}","{'DefaultVCpus': 192, 'DefaultCores': 192, 'DefaultThreadsPerCore': 1}",{'SizeInMiB': 786432},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 40000, 'BaselineThroughputInMBps': 5000.0, 'BaselineIops': 240000, 'MaximumBandwidthInMbps': 40000, 'MaximumThroughputInMBps': 5000.0, 'MaximumIops': 240000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '50 Gigabit', 'MaximumNetworkInterfaces': 15, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '50 Gigabit', 'MaximumNetworkInterfaces': 15}], 'Ipv4AddressesPerInterface': 50, 'Ipv6AddressesPerInterface': 50, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': True, 'EfaInfo': {'MaximumEfaInterfaces': 1}, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': True}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",FALSE,FALSE,TRUE,TRUE,['legacy-bios'],,,
m7a.xlarge,"['eu-north-1', 'eu-west-1', 'ap-northeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['x86_64'], 'SustainedClockSpeedInGhz': 3.7}","{'DefaultVCpus': 4, 'DefaultCores': 4, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 16384},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 1250, 'BaselineThroughputInMBps': 156.25, 'BaselineIops': 6000, 'MaximumBandwidthInMbps': 10000, 'MaximumThroughputInMBps': 1250.0, 'MaximumIops': 40000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 4, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': 'Up to 12.5 Gigabit', 'MaximumNetworkInterfaces': 4}], 'Ipv4AddressesPerInterface': 15, 'Ipv6AddressesPerInterface': 15, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': False}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",TRUE,FALSE,TRUE,TRUE,"['legacy-bios', 'uefi']",,,
m7g.12xlarge,"['ap-south-1', 'eu-north-1', 'eu-west-3', 'eu-west-2', 'eu-west-1', 'ap-northeast-3', 'ap-northeast-2', 'ap-northeast-1', 'ca-central-1', 'sa-east-1', 'ap-southeast-1', 'ap-southeast-2', 'eu-central-1', 'us-east-1', 'us-east-2', 'us-west-1', 'us-west-2']",TRUE,FALSE,"['on-demand', 'spot']",['ebs'],['hvm'],FALSE,nitro,"{'SupportedArchitectures': ['arm64'], 'SustainedClockSpeedInGhz': 2.6}","{'DefaultVCpus': 48, 'DefaultCores': 48, 'DefaultThreadsPerCore': 1, 'ValidCores': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48], 'ValidThreadsPerCore': [1]}",{'SizeInMiB': 196608},FALSE,,"{'EbsOptimizedSupport': 'default', 'EncryptionSupport': 'supported', 'EbsOptimizedInfo': {'BaselineBandwidthInMbps': 15000, 'BaselineThroughputInMBps': 1875.0, 'BaselineIops': 60000, 'MaximumBandwidthInMbps': 15000, 'MaximumThroughputInMBps': 1875.0, 'MaximumIops': 60000}, 'NvmeSupport': 'required'}","{'NetworkPerformance': '22.5 Gigabit', 'MaximumNetworkInterfaces': 8, 'MaximumNetworkCards': 1, 'DefaultNetworkCardIndex': 0, 'NetworkCards': [{'NetworkCardIndex': 0, 'NetworkPerformance': '22.5 Gigabit', 'MaximumNetworkInterfaces': 8}], 'Ipv4AddressesPerInterface': 30, 'Ipv6AddressesPerInterface': 30, 'Ipv6Supported': True, 'EnaSupport': 'required', 'EfaSupported': False, 'EncryptionInTransitSupported': True, 'EnaSrdSupported': True}","{'SupportedStrategies': ['cluster', 'partition', 'spread']}",FALSE,FALSE,TRUE,TRUE,['uefi'],,,
